127.0.0.1 - - [08/Oct/2016:07:53:32 +0200] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [08/Oct/2016:07:54:40 +0200] "GET /Alumni-2/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Oct/2016:07:54:44 +0200] "GET /Alumni-2/css/nav_style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Oct/2016:07:54:44 +0200] "GET /Alumni-2/css/site_styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Oct/2016:07:54:47 +0200] "GET /Alumni-2/uct-logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Oct/2016:07:54:51 +0200] "GET /Alumni-2/css/wallpaper.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Oct/2016:07:54:58 +0200] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [08/Oct/2016:07:55:08 +0200] "POST /Alumni-2/index HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [08/Oct/2016:07:55:10 +0200] "GET /Alumni-2/JSP/Login.jsp HTTP/1.1" 200 2400
0:0:0:0:0:0:0:1 - - [08/Oct/2016:07:55:10 +0200] "GET /Alumni-2/css/animate.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Oct/2016:07:55:10 +0200] "GET /Alumni-2/css/normalize.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Oct/2016:07:55:28 +0200] "POST /Alumni-2/Login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [08/Oct/2016:07:55:30 +0200] "GET /Alumni-2/JSP/Forum.jsp HTTP/1.1" 200 37847
0:0:0:0:0:0:0:1 - - [08/Oct/2016:07:55:31 +0200] "GET /Alumni-2/css/forum.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Oct/2016:07:56:01 +0200] "GET /Alumni-2/JSP/Notifications.jsp HTTP/1.1" 200 10653
0:0:0:0:0:0:0:1 - - [08/Oct/2016:07:56:14 +0200] "GET /Alumni-2/JSP/People.jsp HTTP/1.1" 200 6317
0:0:0:0:0:0:0:1 - - [08/Oct/2016:07:56:21 +0200] "GET /Alumni-2/JSP/CV.jsp HTTP/1.1" 200 6446
0:0:0:0:0:0:0:1 - - [08/Oct/2016:07:56:22 +0200] "GET /Alumni-2/jQuery/navigation-script.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Oct/2016:07:56:22 +0200] "GET /Alumni-2/css/cv.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Oct/2016:07:56:22 +0200] "GET /Alumni-2/ImageUpload HTTP/1.1" 200 53774
0:0:0:0:0:0:0:1 - - [08/Oct/2016:07:56:27 +0200] "GET /Alumni-2/JSP/Forum.jsp HTTP/1.1" 200 37847
0:0:0:0:0:0:0:1 - - [08/Oct/2016:07:57:04 +0200] "POST /Alumni-2/View_Profile HTTP/1.1" 302 -
